pnode_name,type,demand,Price Data,Month,Date,Time,Load Data (APT),Load Data (IPT),Load Data (KPT),Load Data (OPT)
AEP,ZONE,6787.226,259.89,1,1,2018 12:00:00 AM,7,3,1,7
AEP,ZONE,6909.472,112.93,1,1,2018 1:00:00 AM,7,3,1,7
AEP,ZONE,7004.748,192.67,1,1,2018 2:00:00 AM,7,3,1,7
AEP,ZONE,7093.771,103.43,1,1,2018 3:00:00 AM,7,3,1,7
AEP,ZONE,7244.769,214.03,1,1,2018 4:00:00 AM,7,3,1,7
AEP,ZONE,7417.118,136.37,1,1,2018 5:00:00 AM,7,3,1,7
AEP,ZONE,7582.691,83.37,1,1,2018 6:00:00 AM,8,3,1,8
AEP,ZONE,7713.16,86.46,1,1,2018 7:00:00 AM,8,3,1,8
AEP,ZONE,7690.264,75.66,1,1,2018 8:00:00 AM,8,3,1,8
AEP,ZONE,7445.724,40.39,1,1,2018 9:00:00 AM,7,3,1,8
AEP,ZONE,7214.266,89.81,1,1,2018 10:00:00 AM,7,3,1,8
AEP,ZONE,6997.24,110.75,1,1,2018 11:00:00 AM,7,4,1,8
AEP,ZONE,6839.648,85.49,1,1,2018 12:00:00 PM,7,3,1,8
AEP,ZONE,6692.064,71.18,1,1,2018 1:00:00 PM,7,3,1,7
AEP,ZONE,6600.701,71.43,1,1,2018 2:00:00 PM,7,3,1,8
AEP,ZONE,6601.923,72.05,1,1,2018 3:00:00 PM,7,3,1,8
AEP,ZONE,6783.662,123.41,1,1,2018 4:00:00 PM,7,3,1,8
AEP,ZONE,7215.177,164.49,1,1,2018 5:00:00 PM,7,4,1,8
AEP,ZONE,7431.221,177.11,1,1,2018 6:00:00 PM,7,4,1,8
AEP,ZONE,7563.863,199.03,1,1,2018 7:00:00 PM,8,4,1,8
AEP,ZONE,7611.649,149.21,1,1,2018 8:00:00 PM,8,4,1,8
AEP,ZONE,7568.29,124.29,1,1,2018 9:00:00 PM,8,4,1,8
AEP,ZONE,7483.765,79.79,1,1,2018 10:00:00 PM,7,4,1,8
AEP,ZONE,7416.914,100.08,1,1,2018 11:00:00 PM,7,4,1,8
AEP,ZONE,7413.781,169.83,1,2,2018 12:00:00 AM,7,3,1,8
AEP,ZONE,7498.66,164.77,1,2,2018 1:00:00 AM,7,3,1,8
AEP,ZONE,7625.224,309.11,1,2,2018 2:00:00 AM,8,3,1,8
AEP,ZONE,7758.472,165.32,1,2,2018 3:00:00 AM,8,3,1,8
AEP,ZONE,7924.009,121.87,1,2,2018 4:00:00 AM,8,3,1,8
AEP,ZONE,8208.981,161.42,1,2,2018 5:00:00 AM,8,4,1,8
AEP,ZONE,8571.547,192.17,1,2,2018 6:00:00 AM,9,4,1,8
AEP,ZONE,8820.496,170.06,1,2,2018 7:00:00 AM,9,4,1,9
AEP,ZONE,8704.351,165.13,1,2,2018 8:00:00 AM,9,4,1,9
AEP,ZONE,8299.754,116.78,1,2,2018 9:00:00 AM,8,4,1,9
AEP,ZONE,7873.918,126.98,1,2,2018 10:00:00 AM,8,4,1,9
AEP,ZONE,7419.091,132.94,1,2,2018 11:00:00 AM,7,4,1,9
AEP,ZONE,7051.16,134.28,1,2,2018 12:00:00 PM,7,4,1,9
AEP,ZONE,6760.212,77.38,1,2,2018 1:00:00 PM,7,4,1,8
AEP,ZONE,6528.242,96.97,1,2,2018 2:00:00 PM,7,4,1,8
AEP,ZONE,6408.578,101.66,1,2,2018 3:00:00 PM,6,4,1,8
AEP,ZONE,6556.597,136.64,1,2,2018 4:00:00 PM,7,4,1,8
AEP,ZONE,7095.774,134.21,1,2,2018 5:00:00 PM,7,4,1,9
AEP,ZONE,7417.444,179.22,1,2,2018 6:00:00 PM,7,4,1,9
AEP,ZONE,7562.071,124.24,1,2,2018 7:00:00 PM,8,4,1,9
AEP,ZONE,7648.124,157.21,1,2,2018 8:00:00 PM,8,4,1,9
AEP,ZONE,7685.507,118.49,1,2,2018 9:00:00 PM,8,4,1,9
AEP,ZONE,7620.8,59.48,1,2,2018 10:00:00 PM,8,4,1,8
AEP,ZONE,7560.576,98.38,1,2,2018 11:00:00 PM,8,4,1,8
AEP,ZONE,7582.377,104.57,1,3,2018 12:00:00 AM,8,4,1,8
AEP,ZONE,7665.211,173.83,1,3,2018 1:00:00 AM,8,4,1,8
AEP,ZONE,7735.107,142.64,1,3,2018 2:00:00 AM,8,4,1,8
AEP,ZONE,7806.912,172.93,1,3,2018 3:00:00 AM,8,4,1,8
AEP,ZONE,7923.537,189.33,1,3,2018 4:00:00 AM,8,4,1,8
AEP,ZONE,8158.645,282.6,1,3,2018 5:00:00 AM,8,4,1,8
AEP,ZONE,8449.627,212.69,1,3,2018 6:00:00 AM,8,4,1,9
AEP,ZONE,8559.561,110.9,1,3,2018 7:00:00 AM,9,4,1,9
AEP,ZONE,8454.741,118.19,1,3,2018 8:00:00 AM,8,4,1,9
AEP,ZONE,8155.182,118.83,1,3,2018 9:00:00 AM,8,4,1,9
AEP,ZONE,7784.333,122.06,1,3,2018 10:00:00 AM,8,4,1,9
AEP,ZONE,7308.822,147.43,1,3,2018 11:00:00 AM,7,4,1,8
AEP,ZONE,6951.313,113.7,1,3,2018 12:00:00 PM,7,4,1,8
AEP,ZONE,6702.243,134.61,1,3,2018 1:00:00 PM,7,4,1,8
AEP,ZONE,6542.269,113.17,1,3,2018 2:00:00 PM,7,4,1,8
AEP,ZONE,6480.155,135.91,1,3,2018 3:00:00 PM,6,4,1,8
AEP,ZONE,6513.383,161.55,1,3,2018 4:00:00 PM,7,4,1,8
AEP,ZONE,6773.88,183.98,1,3,2018 5:00:00 PM,7,4,1,8
AEP,ZONE,7008.446,100.88,1,3,2018 6:00:00 PM,7,4,1,9
AEP,ZONE,7048.878,108.92,1,3,2018 7:00:00 PM,7,4,1,9
AEP,ZONE,7041.978,109.84,1,3,2018 8:00:00 PM,7,4,1,9
AEP,ZONE,6938.176,66.24,1,3,2018 9:00:00 PM,7,4,1,8
AEP,ZONE,6740.598,57.44,1,3,2018 10:00:00 PM,7,4,1,8
AEP,ZONE,6594.132,44.39,1,3,2018 11:00:00 PM,7,4,1,8
AEP,ZONE,6470.554,57,1,4,2018 12:00:00 AM,6,3,1,7
AEP,ZONE,6413.203,36.52,1,4,2018 1:00:00 AM,6,3,1,7
AEP,ZONE,6377.77,49.6,1,4,2018 2:00:00 AM,6,3,1,7
AEP,ZONE,6447.265,56.48,1,4,2018 3:00:00 AM,6,3,1,7
AEP,ZONE,6615.523,63.72,1,4,2018 4:00:00 AM,7,3,1,7
AEP,ZONE,6928.161,65.56,1,4,2018 5:00:00 AM,7,4,1,8
AEP,ZONE,7371.371,100.46,1,4,2018 6:00:00 AM,7,4,1,8
AEP,ZONE,7665.418,131.04,1,4,2018 7:00:00 AM,8,4,1,9
AEP,ZONE,7705.569,127.18,1,4,2018 8:00:00 AM,8,4,1,9
AEP,ZONE,7680.432,261.84,1,4,2018 9:00:00 AM,8,4,1,9
AEP,ZONE,7534.018,248.45,1,4,2018 10:00:00 AM,8,4,1,9
AEP,ZONE,7490.565,193.89,1,4,2018 11:00:00 AM,7,4,1,8
AEP,ZONE,7428.315,178.51,1,4,2018 12:00:00 PM,7,4,1,8
AEP,ZONE,7357.107,127.26,1,4,2018 1:00:00 PM,7,4,1,8
AEP,ZONE,7290.534,113.67,1,4,2018 2:00:00 PM,7,4,1,8
AEP,ZONE,7335.793,102.44,1,4,2018 3:00:00 PM,7,4,1,8
AEP,ZONE,7539.908,128.97,1,4,2018 4:00:00 PM,8,4,1,9
AEP,ZONE,7952.388,183.65,1,4,2018 5:00:00 PM,8,4,1,9
AEP,ZONE,8150.409,130.51,1,4,2018 6:00:00 PM,8,4,1,9
AEP,ZONE,8209.598,160.03,1,4,2018 7:00:00 PM,8,4,1,9
AEP,ZONE,8196.041,274.53,1,4,2018 8:00:00 PM,8,4,1,9
AEP,ZONE,8082.416,169.18,1,4,2018 9:00:00 PM,8,4,1,9
AEP,ZONE,7885.869,154.71,1,4,2018 10:00:00 PM,8,4,1,8
AEP,ZONE,7728.583,137.6,1,4,2018 11:00:00 PM,8,4,1,8
AEP,ZONE,7639.399,179.77,1,5,2018 12:00:00 AM,8,3,1,8
AEP,ZONE,7568.239,182.63,1,5,2018 1:00:00 AM,8,3,1,8
AEP,ZONE,7603.139,211.88,1,5,2018 2:00:00 AM,8,3,1,8
AEP,ZONE,7610.579,126.93,1,5,2018 3:00:00 AM,8,3,1,8
AEP,ZONE,7726.271,96.44,1,5,2018 4:00:00 AM,8,3,1,8
AEP,ZONE,7912.126,71.96,1,5,2018 5:00:00 AM,8,4,1,8
AEP,ZONE,8183.236,78.73,1,5,2018 6:00:00 AM,8,4,1,9
AEP,ZONE,8401.223,185.87,1,5,2018 7:00:00 AM,8,4,1,9
AEP,ZONE,8415.2,191.13,1,5,2018 8:00:00 AM,8,4,1,9
AEP,ZONE,8257.399,195.01,1,5,2018 9:00:00 AM,8,4,1,9
AEP,ZONE,8075.414,152.15,1,5,2018 10:00:00 AM,8,4,1,9
AEP,ZONE,7849.449,192.46,1,5,2018 11:00:00 AM,8,4,1,9
AEP,ZONE,7613.588,253.96,1,5,2018 12:00:00 PM,8,4,1,9
AEP,ZONE,7439.744,156.98,1,5,2018 1:00:00 PM,7,4,1,9
AEP,ZONE,7286.033,186.23,1,5,2018 2:00:00 PM,7,4,1,8
AEP,ZONE,7244.832,144.82,1,5,2018 3:00:00 PM,7,4,1,8
AEP,ZONE,7400.044,277.87,1,5,2018 4:00:00 PM,7,4,1,8
AEP,ZONE,7782.087,331.33,1,5,2018 5:00:00 PM,8,4,1,9
AEP,ZONE,7971.883,163.96,1,5,2018 6:00:00 PM,8,4,1,9
AEP,ZONE,7999.131,191.7,1,5,2018 7:00:00 PM,8,4,1,9
AEP,ZONE,8002.714,198.01,1,5,2018 8:00:00 PM,8,4,1,9
AEP,ZONE,7926.228,320.46,1,5,2018 9:00:00 PM,8,4,1,9
AEP,ZONE,7822.821,332.9,1,5,2018 10:00:00 PM,8,4,1,8
AEP,ZONE,7707.271,206.61,1,5,2018 11:00:00 PM,8,4,1,8
AEP,ZONE,7650.286,381.53,1,6,2018 12:00:00 AM,8,4,1,8
AEP,ZONE,7696.811,135.4,1,6,2018 1:00:00 AM,8,4,1,8
AEP,ZONE,7739.585,244.43,1,6,2018 2:00:00 AM,8,3,1,8
AEP,ZONE,7855.311,386.12,1,6,2018 3:00:00 AM,8,4,1,8
AEP,ZONE,7963.233,184.1,1,6,2018 4:00:00 AM,8,3,1,8
AEP,ZONE,8145.614,129.17,1,6,2018 5:00:00 AM,8,4,1,8
AEP,ZONE,8346.158,171.02,1,6,2018 6:00:00 AM,8,4,1,8
AEP,ZONE,8531.187,188.06,1,6,2018 7:00:00 AM,9,4,1,8
AEP,ZONE,8521.388,388.82,1,6,2018 8:00:00 AM,9,4,1,9
AEP,ZONE,8307.415,290.37,1,6,2018 9:00:00 AM,8,4,1,9
AEP,ZONE,7956.221,215.26,1,6,2018 10:00:00 AM,8,4,1,8
AEP,ZONE,7685.965,192.77,1,6,2018 11:00:00 AM,8,4,1,8
AEP,ZONE,7386.637,174.18,1,6,2018 12:00:00 PM,7,4,1,8
AEP,ZONE,7153.087,155.26,1,6,2018 1:00:00 PM,7,4,1,8
AEP,ZONE,7019.511,205.86,1,6,2018 2:00:00 PM,7,3,1,8
AEP,ZONE,6980.496,138.3,1,6,2018 3:00:00 PM,7,3,1,8
AEP,ZONE,7169.89,285.75,1,6,2018 4:00:00 PM,7,3,1,8
AEP,ZONE,7595.308,293.67,1,6,2018 5:00:00 PM,8,4,1,8
AEP,ZONE,7905.913,272.54,1,6,2018 6:00:00 PM,8,4,1,8
AEP,ZONE,8009.048,219.65,1,6,2018 7:00:00 PM,8,4,1,8
AEP,ZONE,8135.737,215.5,1,6,2018 8:00:00 PM,8,4,1,8
AEP,ZONE,8133.302,250.95,1,6,2018 9:00:00 PM,8,4,1,8
AEP,ZONE,8064.364,273.32,1,6,2018 10:00:00 PM,8,4,1,8
AEP,ZONE,8005.752,143.73,1,6,2018 11:00:00 PM,8,3,1,8
AEP,ZONE,8010.8,279.79,1,7,2018 12:00:00 AM,8,3,1,8
AEP,ZONE,8093.173,182.54,1,7,2018 1:00:00 AM,8,3,1,8
AEP,ZONE,8204.632,361.44,1,7,2018 2:00:00 AM,8,3,1,8
AEP,ZONE,8256.636,275.29,1,7,2018 3:00:00 AM,8,3,1,8
AEP,ZONE,8353.181,491.68,1,7,2018 4:00:00 AM,8,3,1,8
AEP,ZONE,8472.636,424.94,1,7,2018 5:00:00 AM,8,3,1,8
AEP,ZONE,8598.567,388.7,1,7,2018 6:00:00 AM,9,3,1,8
AEP,ZONE,8777.64,586.22,1,7,2018 7:00:00 AM,9,3,1,8
AEP,ZONE,8698.039,240.96,1,7,2018 8:00:00 AM,9,4,1,8
AEP,ZONE,8229.688,282.52,1,7,2018 9:00:00 AM,8,4,1,8
AEP,ZONE,7605.339,181.55,1,7,2018 10:00:00 AM,8,4,1,8
AEP,ZONE,7023.232,122.41,1,7,2018 11:00:00 AM,7,4,1,8
AEP,ZONE,6599.202,116.28,1,7,2018 12:00:00 PM,7,3,1,8
AEP,ZONE,6218.355,120.55,1,7,2018 1:00:00 PM,6,3,1,8
AEP,ZONE,6001.007,95.66,1,7,2018 2:00:00 PM,6,3,1,8
AEP,ZONE,5963.505,91.99,1,7,2018 3:00:00 PM,6,3,1,7
AEP,ZONE,6134.433,170.41,1,7,2018 4:00:00 PM,6,3,1,8
AEP,ZONE,6459.009,158.17,1,7,2018 5:00:00 PM,6,4,1,8
AEP,ZONE,6644.812,130.83,1,7,2018 6:00:00 PM,7,4,1,8
AEP,ZONE,6698.647,112.92,1,7,2018 7:00:00 PM,7,4,1,8
AEP,ZONE,6716.554,88.04,1,7,2018 8:00:00 PM,7,4,1,8
AEP,ZONE,6606.456,69.93,1,7,2018 9:00:00 PM,7,3,1,8
AEP,ZONE,6433.263,77.62,1,7,2018 10:00:00 PM,6,3,1,7
AEP,ZONE,6324.345,97.17,1,7,2018 11:00:00 PM,6,3,1,7
AEP,ZONE,6253.706,106.41,1,8,2018 12:00:00 AM,6,3,1,7
AEP,ZONE,6239.85,56.42,1,8,2018 1:00:00 AM,6,3,1,7
AEP,ZONE,6251.799,102.07,1,8,2018 2:00:00 AM,6,3,1,6
AEP,ZONE,6266.033,92.63,1,8,2018 3:00:00 AM,6,3,1,7
AEP,ZONE,6340.452,82.3,1,8,2018 4:00:00 AM,6,3,1,7
AEP,ZONE,6495.353,71.39,1,8,2018 5:00:00 AM,6,3,1,7
AEP,ZONE,6814.781,144.17,1,8,2018 6:00:00 AM,7,4,1,7
AEP,ZONE,6982.541,164.59,1,8,2018 7:00:00 AM,7,4,1,8
AEP,ZONE,6926.559,120.77,1,8,2018 8:00:00 AM,7,4,1,8
AEP,ZONE,6810.109,117.28,1,8,2018 9:00:00 AM,7,4,1,8
AEP,ZONE,6654.024,153.17,1,8,2018 10:00:00 AM,7,4,1,8
AEP,ZONE,6453.191,100.28,1,8,2018 11:00:00 AM,6,4,1,8
AEP,ZONE,6302.854,110.4,1,8,2018 12:00:00 PM,6,4,1,8
AEP,ZONE,6225.679,48.23,1,8,2018 1:00:00 PM,6,4,1,8
AEP,ZONE,6190.309,112.07,1,8,2018 2:00:00 PM,6,4,1,8
AEP,ZONE,6167.928,126.96,1,8,2018 3:00:00 PM,6,4,1,8
AEP,ZONE,6203.96,123.88,1,8,2018 4:00:00 PM,6,4,1,8
AEP,ZONE,6345.843,116.54,1,8,2018 5:00:00 PM,6,4,1,8
AEP,ZONE,6387.841,76.66,1,8,2018 6:00:00 PM,6,4,1,8
AEP,ZONE,6291.871,61.47,1,8,2018 7:00:00 PM,6,4,1,8
AEP,ZONE,6133.426,73.2,1,8,2018 8:00:00 PM,6,4,1,8
AEP,ZONE,5914.218,57.8,1,8,2018 9:00:00 PM,6,4,1,7
AEP,ZONE,5714.291,36.95,1,8,2018 10:00:00 PM,6,3,1,7
AEP,ZONE,5473.039,41.27,1,8,2018 11:00:00 PM,5,3,1,7
AEP,ZONE,5296.859,29.86,1,9,2018 12:00:00 AM,5,3,1,6
AEP,ZONE,5178.397,43.01,1,9,2018 1:00:00 AM,5,3,1,6
AEP,ZONE,5145.065,43.23,1,9,2018 2:00:00 AM,5,3,1,6
AEP,ZONE,5144.368,45.52,1,9,2018 3:00:00 AM,5,3,1,6
AEP,ZONE,5234.172,56.31,1,9,2018 4:00:00 AM,5,3,1,6
AEP,ZONE,5411.43,44.53,1,9,2018 5:00:00 AM,5,3,1,7
AEP,ZONE,5734.894,97.61,1,9,2018 6:00:00 AM,6,4,1,7
AEP,ZONE,5946.344,101.66,1,9,2018 7:00:00 AM,6,4,1,8
AEP,ZONE,5920.851,58.29,1,9,2018 8:00:00 AM,6,4,1,7
AEP,ZONE,5710.285,41.24,1,9,2018 9:00:00 AM,6,4,1,8
AEP,ZONE,5451.416,39.53,1,9,2018 10:00:00 AM,5,4,1,7
AEP,ZONE,5222.611,37.65,1,9,2018 11:00:00 AM,5,4,1,7
AEP,ZONE,5033.424,30.3,1,9,2018 12:00:00 PM,5,4,1,7
AEP,ZONE,4915.715,29.27,1,9,2018 1:00:00 PM,5,4,1,7
AEP,ZONE,4819.326,27.55,1,9,2018 2:00:00 PM,5,3,1,7
AEP,ZONE,4767.591,27.6,1,9,2018 3:00:00 PM,5,3,1,7
AEP,ZONE,4846.675,28.39,1,9,2018 4:00:00 PM,5,3,1,7
AEP,ZONE,5131.958,63.37,1,9,2018 5:00:00 PM,5,3,1,7
AEP,ZONE,5384.425,37.46,1,9,2018 6:00:00 PM,5,4,1,8
AEP,ZONE,5448.625,42.79,1,9,2018 7:00:00 PM,5,4,1,8
AEP,ZONE,5487.484,36.36,1,9,2018 8:00:00 PM,5,4,1,8
AEP,ZONE,5407.661,33.14,1,9,2018 9:00:00 PM,5,3,1,7
AEP,ZONE,5252.694,26.44,1,9,2018 10:00:00 PM,5,3,1,7
AEP,ZONE,5065.783,24.28,1,9,2018 11:00:00 PM,5,3,1,7
AEP,ZONE,4883.932,29.77,1,10,2018 12:00:00 AM,5,3,1,6
AEP,ZONE,4822.028,27.57,1,10,2018 1:00:00 AM,5,3,1,6
AEP,ZONE,4795.571,31.81,1,10,2018 2:00:00 AM,5,3,1,6
AEP,ZONE,4840.754,25.77,1,10,2018 3:00:00 AM,5,3,1,6
AEP,ZONE,4906.384,26.14,1,10,2018 4:00:00 AM,5,3,1,6
AEP,ZONE,5135.777,28.33,1,10,2018 5:00:00 AM,5,3,1,7
AEP,ZONE,5523.046,49.73,1,10,2018 6:00:00 AM,6,3,1,7
AEP,ZONE,5697.858,50.47,1,10,2018 7:00:00 AM,6,4,1,8
AEP,ZONE,5663.006,35.27,1,10,2018 8:00:00 AM,6,4,1,7
AEP,ZONE,5563.661,27.31,1,10,2018 9:00:00 AM,6,4,1,7
AEP,ZONE,5387.728,25,1,10,2018 10:00:00 AM,5,4,1,7
AEP,ZONE,5164.278,24.15,1,10,2018 11:00:00 AM,5,3,1,7
AEP,ZONE,4981.762,24.61,1,10,2018 12:00:00 PM,5,3,1,7
AEP,ZONE,4844.042,25.07,1,10,2018 1:00:00 PM,5,3,1,7
AEP,ZONE,4730.72,24.85,1,10,2018 2:00:00 PM,5,3,1,7
AEP,ZONE,4715.302,25.42,1,10,2018 3:00:00 PM,5,3,1,6
AEP,ZONE,4778.289,29.95,1,10,2018 4:00:00 PM,5,3,1,7
AEP,ZONE,4999.989,47.35,1,10,2018 5:00:00 PM,5,3,1,7
AEP,ZONE,5156.84,39.08,1,10,2018 6:00:00 PM,5,3,1,7
AEP,ZONE,5228.47,27.63,1,10,2018 7:00:00 PM,5,3,1,7
AEP,ZONE,5209.175,27.62,1,10,2018 8:00:00 PM,5,3,1,7
AEP,ZONE,5139.978,26.57,1,10,2018 9:00:00 PM,5,3,1,7
AEP,ZONE,4935.428,21.73,1,10,2018 10:00:00 PM,5,3,1,6
AEP,ZONE,4726.641,20.72,1,10,2018 11:00:00 PM,5,3,1,6
AEP,ZONE,4543.805,22.15,1,11,2018 12:00:00 AM,5,3,1,6
AEP,ZONE,4463.556,21.51,1,11,2018 1:00:00 AM,4,3,1,6
AEP,ZONE,4433.392,21.06,1,11,2018 2:00:00 AM,4,3,1,5
AEP,ZONE,4468.862,21.28,1,11,2018 3:00:00 AM,4,3,1,5
AEP,ZONE,4534.241,22.41,1,11,2018 4:00:00 AM,5,3,1,6
AEP,ZONE,4731.403,23.1,1,11,2018 5:00:00 AM,5,3,1,6
AEP,ZONE,5173.407,29.77,1,11,2018 6:00:00 AM,5,3,1,6
AEP,ZONE,5359.214,33.98,1,11,2018 7:00:00 AM,5,3,1,7
AEP,ZONE,5284.771,24.14,1,11,2018 8:00:00 AM,5,3,1,7
AEP,ZONE,5154.355,24.72,1,11,2018 9:00:00 AM,5,3,1,7
AEP,ZONE,5049.618,23.97,1,11,2018 10:00:00 AM,5,3,1,7
AEP,ZONE,4933.315,23.22,1,11,2018 11:00:00 AM,5,3,1,7
AEP,ZONE,4817.8,23.22,1,11,2018 12:00:00 PM,5,3,1,6
AEP,ZONE,4774.09,23.17,1,11,2018 1:00:00 PM,5,3,1,6
AEP,ZONE,4700.429,22.58,1,11,2018 2:00:00 PM,5,3,1,6
AEP,ZONE,4675.038,22.3,1,11,2018 3:00:00 PM,5,3,1,6
AEP,ZONE,4736.966,22.51,1,11,2018 4:00:00 PM,5,3,1,6
AEP,ZONE,4896.156,24.58,1,11,2018 5:00:00 PM,5,3,1,7
AEP,ZONE,4952.215,24.05,1,11,2018 6:00:00 PM,5,3,1,7
AEP,ZONE,4930.79,25.43,1,11,2018 7:00:00 PM,5,3,1,7
AEP,ZONE,4888.991,24.15,1,11,2018 8:00:00 PM,5,3,1,7
AEP,ZONE,4753.313,22.67,1,11,2018 9:00:00 PM,5,3,1,6
AEP,ZONE,4478.907,20.82,1,11,2018 10:00:00 PM,4,3,1,6
AEP,ZONE,4226.126,17.15,1,11,2018 11:00:00 PM,4,3,1,6
AEP,ZONE,4017.782,19.61,1,12,2018 12:00:00 AM,4,3,1,5
AEP,ZONE,3881.366,19.84,1,12,2018 1:00:00 AM,4,3,1,5
AEP,ZONE,3795.921,18.59,1,12,2018 2:00:00 AM,4,3,1,5
AEP,ZONE,3735.883,18.08,1,12,2018 3:00:00 AM,4,3,1,5
AEP,ZONE,3738.563,18.79,1,12,2018 4:00:00 AM,4,3,1,5
AEP,ZONE,3950.53,20.71,1,12,2018 5:00:00 AM,4,3,1,6
AEP,ZONE,4317.877,26.11,1,12,2018 6:00:00 AM,4,3,1,6
AEP,ZONE,4476.891,26.53,1,12,2018 7:00:00 AM,4,4,1,6
AEP,ZONE,4487.055,25.69,1,12,2018 8:00:00 AM,4,4,1,6
AEP,ZONE,4465.826,26.38,1,12,2018 9:00:00 AM,4,4,1,7
AEP,ZONE,4463.398,28.16,1,12,2018 10:00:00 AM,4,4,1,7
AEP,ZONE,4414.638,33.33,1,12,2018 11:00:00 AM,4,4,1,7
AEP,ZONE,4423.471,30.57,1,12,2018 12:00:00 PM,4,4,1,7
AEP,ZONE,4413.579,30.01,1,12,2018 1:00:00 PM,4,4,1,7
AEP,ZONE,4407.526,27.28,1,12,2018 2:00:00 PM,4,4,1,7
AEP,ZONE,4389.723,25.26,1,12,2018 3:00:00 PM,4,4,1,7
AEP,ZONE,4452.032,26.3,1,12,2018 4:00:00 PM,4,4,1,7
AEP,ZONE,4624.119,27.15,1,12,2018 5:00:00 PM,5,4,1,8
AEP,ZONE,4648.075,25.5,1,12,2018 6:00:00 PM,5,4,1,8
AEP,ZONE,4650.498,27.39,1,12,2018 7:00:00 PM,5,4,1,8
AEP,ZONE,4611.779,27.03,1,12,2018 8:00:00 PM,5,4,1,8
AEP,ZONE,4561.515,24.09,1,12,2018 9:00:00 PM,5,4,1,8
AEP,ZONE,4498.173,22.83,1,12,2018 10:00:00 PM,4,4,1,7
AEP,ZONE,4492.396,22.05,1,12,2018 11:00:00 PM,4,3,1,7
AEP,ZONE,4460.25,21.04,1,13,2018 12:00:00 AM,4,3,1,7
AEP,ZONE,4488.627,21.05,1,13,2018 1:00:00 AM,4,3,1,7
AEP,ZONE,4596.952,19.85,1,13,2018 2:00:00 AM,5,3,1,7
AEP,ZONE,4625.223,20.67,1,13,2018 3:00:00 AM,5,3,1,7
AEP,ZONE,4776.272,21,1,13,2018 4:00:00 AM,5,3,1,7
AEP,ZONE,5039.058,21.18,1,13,2018 5:00:00 AM,5,3,1,7
AEP,ZONE,5373.382,23.11,1,13,2018 6:00:00 AM,5,3,1,7
AEP,ZONE,5672.938,26.88,1,13,2018 7:00:00 AM,6,3,1,7
AEP,ZONE,5913.139,34.1,1,13,2018 8:00:00 AM,6,4,1,7
AEP,ZONE,6083.547,44.22,1,13,2018 9:00:00 AM,6,4,1,8
AEP,ZONE,6151.339,65.63,1,13,2018 10:00:00 AM,6,4,1,8
AEP,ZONE,6124.61,44.18,1,13,2018 11:00:00 AM,6,4,1,8
AEP,ZONE,6037.177,39.04,1,13,2018 12:00:00 PM,6,4,1,8
AEP,ZONE,5948.231,33.25,1,13,2018 1:00:00 PM,6,3,1,8
AEP,ZONE,5875.836,38.68,1,13,2018 2:00:00 PM,6,3,1,7
AEP,ZONE,5914.503,57.28,1,13,2018 3:00:00 PM,6,3,1,7
AEP,ZONE,6119.134,59.04,1,13,2018 4:00:00 PM,6,3,1,8
AEP,ZONE,6464.135,123.58,1,13,2018 5:00:00 PM,6,4,1,8
AEP,ZONE,6671.24,126.05,1,13,2018 6:00:00 PM,7,4,1,8
AEP,ZONE,6700.87,63.62,1,13,2018 7:00:00 PM,7,4,1,8
AEP,ZONE,6745.501,84.16,1,13,2018 8:00:00 PM,7,4,1,8
AEP,ZONE,6710.093,124.47,1,13,2018 9:00:00 PM,7,3,1,8
AEP,ZONE,6626.043,71.3,1,13,2018 10:00:00 PM,7,3,1,7
AEP,ZONE,6441.69,65.38,1,13,2018 11:00:00 PM,6,3,1,7
AEP,ZONE,6393.057,75.71,1,14,2018 12:00:00 AM,6,3,1,7
AEP,ZONE,6381.659,76.61,1,14,2018 1:00:00 AM,6,3,1,7
AEP,ZONE,6430.802,139.96,1,14,2018 2:00:00 AM,6,3,1,7
AEP,ZONE,6507.619,74.04,1,14,2018 3:00:00 AM,7,3,1,7
AEP,ZONE,6572.725,99.39,1,14,2018 4:00:00 AM,7,3,1,7
AEP,ZONE,6714.979,111.43,1,14,2018 5:00:00 AM,7,3,1,7
AEP,ZONE,6965.138,163.05,1,14,2018 6:00:00 AM,7,3,1,7
AEP,ZONE,7187.16,197.37,1,14,2018 7:00:00 AM,7,3,1,8
AEP,ZONE,7236.335,118.44,1,14,2018 8:00:00 AM,7,4,1,8
AEP,ZONE,7015.512,59.32,1,14,2018 9:00:00 AM,7,4,1,8
AEP,ZONE,6667.474,64.38,1,14,2018 10:00:00 AM,7,3,1,8
AEP,ZONE,6369.716,47.04,1,14,2018 11:00:00 AM,6,3,1,7
AEP,ZONE,6068.811,37.89,1,14,2018 12:00:00 PM,6,3,1,7
AEP,ZONE,5894.334,39.03,1,14,2018 1:00:00 PM,6,3,1,7
AEP,ZONE,5747.523,41.18,1,14,2018 2:00:00 PM,6,3,1,7
AEP,ZONE,5801.479,39.58,1,14,2018 3:00:00 PM,6,3,1,7
AEP,ZONE,5961.773,60.55,1,14,2018 4:00:00 PM,6,3,1,7
AEP,ZONE,6292.008,208.18,1,14,2018 5:00:00 PM,6,4,1,8
AEP,ZONE,6512.889,69.11,1,14,2018 6:00:00 PM,7,4,1,8
AEP,ZONE,6612.178,99.4,1,14,2018 7:00:00 PM,7,4,1,8
